,City,Price,Bedroom,Bathroom,Face,Road,Amenities,Unit,New_Area,Road_Width,Number of Amenities
1839,Lalitpur,150000,5,4,South East,13 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,13.0,13,6
1840,Lalitpur,180000,0,0,South,15 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,15.0,15,6
1841,Lalitpur,125000,7,4,West,13 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'""]",Ropani,16.0,13,8
1848,Kathmandu,400000,0,0,South,20 Feet / Soil Stabilized,[''],Ropani,48.0,20,1
1849,Kathmandu,3700000,0,0,South,18 Feet,[''],Aana,21.0,18,1
1850,Kathmandu,11400000,0,0,South,13 Feet / Gravelled,"[""'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.0,13,5
1852,Kathmandu,4000000,0,0,South East,13 Feet,[''],Aana,20.0,13,1
1853,Kathmandu,1750000,0,0,South,32 Feet / Soil Stabilized,[''],Aana,3.0,32,1
1854,Kathmandu,4800000,0,0,East,15 Feet,[''],Aana,8.0,15,1
1855,Kathmandu,12000000,4,0,East,12 Feet / Soil Stabilized,[''],Aana,3.2,12,1
1856,Bhaktapur,366666,0,0,South,13 Feet / Soil Stabilized,[''],Aana,3.0,13,1
1857,Kathmandu,180000000,0,0,South East,13 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Ropani,56.0,13,9
1859,Kathmandu,2700000,0,0,South,12 Feet / Soil Stabilized,[''],Aana,4.2,12,1
1860,Bhaktapur,1050000,0,0,South East,20 Feet / Soil Stabilized,[''],Aana,14.0,20,1
1861,Lalitpur,14500000,10,0,East,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.1,10,6
1862,Kathmandu,36500000,3,4,North East,13 Feet,"[""'Air Condition'"", "" 'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,4.0,13,6
1864,Kathmandu,1300000,0,0,South,8 Feet / Soil Stabilized,[''],Aana,4.0,8,1
1865,Kathmandu,2000000,0,0,South East,16 Feet / Blacktopped,[''],Aana,9.0,16,1
1866,Kathmandu,1400000,0,0,East,10 Feet / Soil Stabilized,[''],Aana,4.0,10,1
1868,Kathmandu,24000000,7,0,South,16 Feet / Soil Stabilized,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,16,6
1870,Kathmandu,20400000,11,0,South,20 Feet / Blacktopped,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,20,6
1871,Pokhara,27000000,0,0,South East,20 Feet,[''],Aana,4.5,20,1
1872,Pokhara,30000000,0,0,North East,20 Feet,[''],Aana,4.0,20,1
1874,Pokhara,35000000,0,0,North West,15 Feet,[''],Aana,7.0,15,1
1879,Kathmandu,700000,0,0,South,32 Feet / Soil Stabilized,[''],Aana,4.2,32,1
1882,Lalitpur,250000,0,0,South,12 Feet / Soil Stabilized,[''],Ropani,160.0,12,1
1883,Kathmandu,1100000,0,0,South,20 Feet / Soil Stabilized,[''],Aana,3.2,20,1
1884,Kathmandu,16000000,7,6,South East,14 Feet / Gravelled,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.1,14,7
1885,Kathmandu,2700000,0,0,South,20 Feet / Soil Stabilized,[''],Aana,4.0,20,1
1886,Lalitpur,9000000,4,1,West,10 Feet / Soil Stabilized,"[""'Water Supply'"", "" 'Water Tank'""]",Aana,3.2,10,2
1887,Kathmandu,13000000,2,1,West,15 Feet / Soil Stabilized,"[""'TV Cable'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,15,4
1888,Kathmandu,1800000,0,0,West,26 Feet / Soil Stabilized,[''],Aana,6.0,26,1
1890,Kathmandu,1600000,0,0,West,26 Feet / Soil Stabilized,[''],Aana,4.0,26,1
1891,Pokhara,25000000,0,0,South East,20 Feet / Gravelled,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,5.0,20,5
1893,Bhaktapur,1800000,0,0,South,20 Feet,[''],Aana,3.2,20,1
1895,Kathmandu,17000000,4,3,East,13 Feet / Blacktopped,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Tank'""]",Aana,3.2,13,5
1899,Kathmandu,150000,4,4,South East,14 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,10.0,14,7
1900,Kathmandu,500000,5,7,South East,15 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Ropani,48.0,15,6
1901,Kathmandu,38000000,10,0,South,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,7.0,10,5
1902,Lalitpur,130000,5,3,South East,4 Meter,"[""'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,8.0,4,7
1903,Lalitpur,300000,8,6,West,0 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Ropani,48.0,0,8
1904,Kathmandu,110000,4,4,South,12 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,12.0,12,7
1910,Lalitpur,120000,5,3,West,20 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,11.5,20,7
1911,Dhading,400000,0,0,South,15 Feet,[''],Ropani,1280.0,15,1
1914,Lalitpur,150000,5,3,South East,13 Feet,"[""'Balcony'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Ropani,16.0,13,10
1921,Nawalparasi,260000,0,0,West,20 Feet / Gravelled,[''],Aana,5.0,20,1
1922,Kathmandu,270000,14,6,North East,20 Feet,"[""'Balcony'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,13.0,20,4
1930,Kathmandu,200000,7,5,South West,13 Feet,[''],Aana,7.0,13,1
1936,Kathmandu,25000000,4,3,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,13,6
1937,Kathmandu,59900000,5,0,North,26 Feet / Gravelled,"[""'Backyard'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Ropani,16.0,26,11
1938,Kathmandu,29900000,10,0,East,0 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.1,0,6
1939,Kathmandu,4200000,0,0,South East,13 Feet / Soil Stabilized,[''],Aana,8.0,13,1
1940,Kathmandu,55000000,0,0,East,24 Feet / Gravelled,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,8.2,24,7
1941,Kathmandu,26500000,4,0,West,13 Feet / Gravelled,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.5,13,6
1943,Kathmandu,6000000,0,0,West,10 Feet / Gravelled,[''],Aana,6.0,10,1
1944,Kathmandu,4500000,0,0,South,26 Feet / Gravelled,[''],Aana,11.0,26,1
1946,Kathmandu,5000000,0,0,North,12 Feet,[''],Aana,6.0,12,1
1947,Kathmandu,5000000,0,0,North,12 Feet,[''],Aana,8.0,12,1
1948,Kathmandu,2800000,0,0,North,13 Feet / Soil Stabilized,[''],Aana,4.5,13,1
1949,Kathmandu,38000000,8,4,North West,15 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,7.0,15,5
1950,Kathmandu,2500000,0,0,West,12 Feet / Soil Stabilized,[''],Aana,12.0,12,1
1952,Kathmandu,3200000,0,0,North,10 Feet / Soil Stabilized,[''],Aana,6.0,10,1
1953,Kathmandu,2400000,0,0,West,11 Feet,[''],Aana,15.0,11,1
1954,Kathmandu,24000000,15,5,North,20 Feet,"[""'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,3.0,20,5
1955,Kathmandu,3200000,0,0,West,14 Feet / Gravelled,[''],Aana,6.0,14,1
1956,Kathmandu,4200000,0,0,North,13 Feet / Gravelled,[''],Aana,7.0,13,1
1957,Kathmandu,480000,0,0,West,15 Feet,[''],Aana,5.0,15,1
1959,Kathmandu,3000000,0,0,East,15 Feet / Gravelled,[''],Aana,5.2,15,1
1960,Kathmandu,3250000,0,0,West,12 Feet / Gravelled,[''],Aana,4.0,12,1
1961,Kathmandu,3700000,0,0,South East,10 Feet / Gravelled,[''],Aana,10.0,10,1
1962,Kathmandu,26000000,5,3,North,16 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,4.3,16,7
1963,Kathmandu,29000000,6,3,South,14 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,14,6
1965,Kathmandu,22800000,6,2,East,20 Feet,[''],Aana,4.0,20,1
1967,Kathmandu,6000000,0,0,South,15 Feet,[''],Aana,6.5,15,1
1968,Kathmandu,27500000,6,4,South,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,12,5
1969,Kathmandu,22500000,4,3,East,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.13,12,5
1970,Kathmandu,400000,4,5,South East,13 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Ropani,48.0,13,8
1971,Kathmandu,15500000,7,2,West,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.5,13,6
1972,Kathmandu,30000000,5,0,West,15 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,6.5,15,7
1973,Kathmandu,51500000,6,3,North East,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,6.0,12,6
1975,Kathmandu,45000000,11,0,South,14 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Ropani,96.0,14,7
1976,Kathmandu,33000000,11,0,East,15 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,5.0,15,8
1977,Kathmandu,40000000,12,0,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,7.0,13,7
1978,Kathmandu,18200000,9,0,South,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.1,13,6
1980,Kathmandu,17700000,12,0,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.5,13,7
1981,Kathmandu,17000000,7,0,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.0,13,6
1982,Kathmandu,29800000,10,0,West,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,6.0,13,6
1983,Kathmandu,21000000,9,0,North West,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.5,13,6
1984,Kathmandu,34000000,6,3,South East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,6.0,13,6
1985,Kathmandu,1450000,0,0,East,20 Feet,[''],Aana,4.0,20,1
1987,Kathmandu,2150000,0,0,West,12 Feet,[''],Aana,4.0,12,1
1988,Kathmandu,19900000,3,3,South West,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.0,12,6
1989,Kathmandu,16800000,10,0,South West,13 Feet,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.0,13,7
1994,Lalitpur,12500000,3,2,South,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.0,10,7
1997,Kathmandu,19500000,5,3,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.2,13,6
1998,Kathmandu,21000000,4,2,South,18 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.1,18,7
1999,Kathmandu,100000000,5,2,West,20 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,10.1,20,6
2001,Kathmandu,37000000,5,4,South West,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,4.0,12,7
2003,Kathmandu,45000000,5,5,East,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,9.0,12,7
2004,Kathmandu,16500000,6,3,South,12 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.0,12,6
2006,Kathmandu,29000000,10,6,West,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,4.2,10,6
2007,Kathmandu,7500000,0,0,East,20 Feet,[''],Ropani,22.4,20,1
2008,Kathmandu,55000000,0,0,North,20 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,7.0,20,6
2009,Kathmandu,36000000,6,4,South East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.2,13,7
2010,Kathmandu,24000000,10,6,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.2,13,6
2011,Kathmandu,12000000,4,1,East,13 Feet,"[""'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.0,13,5
2014,Kathmandu,15000000,3,3,South,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.2,10,6
2015,Kathmandu,1000000,0,0,South West,26 Feet,[''],Aana,7.0,26,1
2017,Kathmandu,20000000,4,2,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,5.0,13,7
2020,Kathmandu,20000000,0,0,East,26 Feet,[''],Ropani,17.76,26,1
2021,Kathmandu,31000000,9,9,North,9 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,2.2,9,5
2022,Kathmandu,20500000,5,4,South,16 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,2.2,16,6
2034,Lalitpur,250000,0,0,East,20 Feet,"[""'Garage'"", "" 'Water Supply'""]",Ropani,35.2,20,2
2048,Kathmandu,125000,5,2,East,13 Feet,"[""'Lawn'"", "" 'Garage'"", "" 'Balcony'"", "" 'Deck'"", "" 'Water Supply'""]",Aana,10.0,13,5
2049,Lalitpur,250000,5,3,East,20 Feet,"[""'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,13.0,20,13
2050,Kathmandu,65000000,5,6,North West,13 Feet,"[""'Lawn'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,12.0,13,9
2051,Kathmandu,235000000,10,10,East,16 Feet,"[""'Air Condition'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,33.0,16,9
2052,Kathmandu,4500000,0,0,South East,20 Feet,[''],Aana,13.0,20,1
2054,Lalitpur,950000,0,0,South,24 Feet,[''],Aana,10.0,24,1
2055,Kathmandu,35000000,10,4,West,20 Feet,[''],Aana,4.5,20,1
2058,Lalitpur,300000,14,5,North,13 Feet,[''],Aana,32.0,13,1
2064,Kathmandu,49500000,7,7,South,10 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,9.0,10,7
2066,Kathmandu,18000000,4,4,South East,20 Feet,"[""'Lawn'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,6.0,20,5
2067,Kathmandu,6000000,0,0,South,20 Feet,[''],Aana,9.5,20,1
2068,Lalitpur,2650000,0,0,North,13 Feet,[''],Aana,8.0,13,1
2070,Bhaktapur,35000000,14,4,East,14 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,7.1,14,5
2071,Kathmandu,60000000,0,0,East,13 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Tank'""]",Aana,12.0,13,5
2072,Kathmandu,4200000,0,0,West,20 Feet,[''],Aana,22.0,20,1
2073,Kathmandu,13000000,4,2,South,16 Feet,[''],Aana,4.8,16,1
2074,Kathmandu,2700000,0,0,North East,13 Feet,[''],Aana,7.3,13,1
2075,Kathmandu,2100000,0,0,North East,22 Feet,[''],Aana,6.0,22,1
2076,Kathmandu,38000000,7,4,East,14 Feet,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,6.1,14,7
2078,Lalitpur,2800000,0,0,South,20 Feet,[''],Aana,7.1,20,1
2082,Bhaktapur,22500000,12,4,South,20 Feet,[''],Aana,4.0,20,1
2096,Kathmandu,1850000,0,0,North East,15 Feet,[''],Aana,20.0,15,1
2110,Kathmandu,400000,0,0,South,20 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,24.0,20,5
2111,Kathmandu,160000,4,3,South,15 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,20.0,15,5
2112,Lalitpur,33000000,8,7,East,10 Feet,"[""'Garage'"", "" 'Backyard'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'""]",Aana,7.1,10,10
2114,Kathmandu,250000,4,3,West,20 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,24.0,20,7
2119,Kathmandu,350000,14,4,South,20 Feet,"[""'Garage'"", "" 'Backyard'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Water Supply'""]",Aana,35.0,20,5
2134,Lalitpur,2800000,0,0,South,24 Feet,[''],Aana,8.0,24,1
2135,Kathmandu,5800000,0,0,North,32 Feet,[''],Aana,54.0,32,1
2141,Kathmandu,875000,0,0,South East,13 Feet,[''],Aana,4.0,13,1
2144,Kathmandu,2200000,0,0,South,18 Feet,[''],Aana,7.0,18,1
2146,Kathmandu,110000000,4,6,South East,20 Feet / Blacktopped,"[""'Lawn'"", "" 'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Deck'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Gym'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,17.3,20,16
2160,Kathmandu,29000000,7,5,North,12 Feet,"[""'Lawn'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,5.0,12,7
2169,Lalitpur,5500000,0,0,West,0 Feet,[''],Aana,4.0,0,1
2170,Lalitpur,5500000,0,0,West,20 Feet,"[""'Water Supply'""]",Aana,8.0,20,1
2178,Pokhara,80000000,5,6,East,0 Feet,[''],Aana,12.0,0,1
2181,Pokhara,25000000,0,0,East,14 Feet,[''],Aana,14.0,14,1
2200,Kathmandu,32500000,0,0,East,25 Feet,"[""'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,3.0,25,10
2204,Lalitpur,6500000,4,3,North,30 Feet,"[""'Lawn'"", "" 'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Deck'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,30.0,30,13
2206,Kathmandu,500000,5,5,North East,16 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Drainage'"", "" 'Water Supply'""]",Ropani,16.0,16,5
2207,Kathmandu,12000000,4,2,North East,13 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,2.5,13,4
2208,Kathmandu,27000000,5,3,East,12 Feet,"[""'Balcony'"", "" 'Frontyard'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,8.0,12,4
2209,Kathmandu,300000,9,3,North,13 Feet,"[""'Drainage'"", "" 'Water Supply'"", "" 'Garden'"", "" 'Frontyard'"", "" 'Backyard'"", "" 'Lawn'""]",Aana,51.0,13,6
2210,Kathmandu,72500000,5,2,East,12 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,13.0,12,5
