,City,Price,Bedroom,Bathroom,Face,Road,Amenities,Unit,New_Area,Road_Width,Number of Amenities
527,Kathmandu,145000000,5,6,East,18 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Garden'"", "" 'Store Room'"", "" 'Parking'"", "" 'Security Staff'""]",Aana,20.0,18,8
531,Kathmandu,17500000,4,2,North East,20 Feet,[''],Aana,5.0,20,1
532,Kathmandu,15500000,4,2,North East,0 Feet,[''],Aana,4.0,0,1
533,Kathmandu,15500000,4,2,North East,20 Feet,[''],Aana,4.0,20,1
534,Kathmandu,3200000,0,0,East,13 Feet / Blacktopped,[''],Aana,10.0,13,1
535,Kathmandu,250000,18,5,North East,13 Feet / Blacktopped,"[""'Garden'"", "" 'Garage'"", "" 'Frontyard'"", "" 'Backyard'"", "" 'Kids Playground'""]",Ropani,32.0,13,5
536,Kathmandu,3000000,0,0,North,20 Feet / Blacktopped,[''],Aana,3.0,20,1
537,Kathmandu,2300000,0,0,East,13 Feet,[''],Aana,5.5,13,1
539,Bhaktapur,400000,0,0,North West,400 Feet / Blacktopped,[''],Ropani,176.0,400,1
541,Kathmandu,42000000,7,6,East,13 Feet / Gravelled,"[""'Frontyard'"", "" 'Garage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Store Room'""]",Aana,8.5,13,7
543,Kathmandu,2500000,0,0,North East,0 Feet,[''],Aana,16.0,0,1
549,Kathmandu,200000,0,0,South East,20 Feet / Blacktopped,[''],Aana,10.0,20,1
553,Kathmandu,350000,0,0,South,15 Feet / Blacktopped,"[""'Water Supply'"", "" 'Water Well'"", "" 'Frontyard'""]",Aana,8.0,15,3
555,Kathmandu,200000,4,3,South East,15 Feet / Blacktopped,"[""'Water Supply'"", "" 'Water Well'"", "" 'Balcony'"", "" 'Frontyard'""]",Aana,8.0,15,4
556,Kathmandu,3000000,0,0,South East,15 Feet / Blacktopped,[''],Aana,5.2,15,1
557,Kathmandu,150000,0,0,South West,0 Feet,"[""'Frontyard'"", "" 'Balcony'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,3.0,0,4
558,Kathmandu,1200000,0,0,North East,20 Feet / Blacktopped,[''],Ropani,64.0,20,1
559,Kathmandu,250000,0,0,South East,16 Feet / Blacktopped,[''],Ropani,44.96,16,1
560,Kathmandu,120000,12,0,North West,15 Feet / Blacktopped,"[""'Water Supply'"", "" 'Water Well'"", "" 'Frontyard'"", "" 'Drainage'""]",Aana,3.0,15,4
561,Kathmandu,130000,12,0,North East,16 Feet / Blacktopped,"[""'Frontyard'"", "" 'Water Supply'""]",Aana,6.0,16,2
562,Kathmandu,150000,8,3,North East,16 Feet,"[""'Frontyard'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Balcony'""]",Aana,4.0,16,4
563,Kathmandu,2500000,0,0,North East,15 Feet / Gravelled,[''],Aana,4.0,15,1
564,Kathmandu,150000,4,4,South,16 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Water Tank'""]",Aana,6.0,16,5
565,Kathmandu,85000000,7,8,East,14 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Parking'"", "" 'Store Room'""]",Aana,14.0,14,15
569,Kathmandu,370000,17,17,North East,20 Feet / Blacktopped,"[""'Water Tank'"", "" 'Balcony'""]",Aana,6.0,20,2
570,Kathmandu,2600000,0,0,East,22 Feet / Blacktopped,[''],Aana,4.0,22,1
571,Kathmandu,150000,4,4,North East,13 Feet,"[""'Garage'"", "" 'Air Condition'"", "" 'Garden'"", "" 'Frontyard'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,7.0,13,9
572,Kathmandu,17000000,8,3,North,10 Feet / Soil Stabilized,[''],Aana,3.5,10,1
574,Kathmandu,3200000,0,0,East,13 Feet,[''],Aana,7.0,13,1
575,Kathmandu,17000000,4,5,West,16 Feet / Gravelled,"[""'Garage'""]",Aana,3.0,16,1
576,Pokhara,2500000,0,0,North,13 Feet / Soil Stabilized,[''],Ropani,192.0,13,1
577,Kathmandu,32500000,8,6,South East,20 Feet / Blacktopped,"[""'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Store Room'""]",Aana,4.0,20,4
578,Kathmandu,29800000,5,5,East,15 Feet / Paved,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Store Room'""]",Aana,4.0,15,8
579,Pokhara,2500000,0,0,South,20 Feet / Blacktopped,[''],Ropani,480.0,20,1
581,Kathmandu,29900000,7,6,South West,20 Feet / Blacktopped,"[""'Balcony'"", "" 'Backyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Store Room'""]",Aana,5.0,20,10
582,Kathmandu,49000000,6,6,South,14 Feet / Blacktopped,[''],Aana,5.3,14,1
584,Kathmandu,21000000,6,6,East,13 Feet / Paved,"[""'Garage'""]",Aana,3.0,13,1
585,Kathmandu,100000000,6,6,East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Fencing'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'"", "" 'Security Staff'"", "" 'Kids Playground'""]",Aana,19.0,13,17
587,Kathmandu,3500000,0,0,East,15 Feet / Blacktopped,[''],Aana,19.0,15,1
588,Kathmandu,33500000,6,6,South East,14 Feet / Blacktopped,"[""'Balcony'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,4.0,14,4
589,Kathmandu,28500000,5,5,North,15 Feet / Gravelled,"[""'Garage'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,4.0,15,5
590,Kathmandu,50000000,5,5,East,16 Feet / Blacktopped,"[""'Frontyard'"", "" 'Garden'"", "" 'Garage'"", "" 'Store Room'""]",Aana,11.0,16,4
591,Kathmandu,35000000,5,5,East,20 Feet / Blacktopped,"[""'Modular Kitchen'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,5.0,20,6
592,Kathmandu,49000000,5,5,West,13 Feet / Gravelled,"[""'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Internet'"", "" 'Store Room'"", "" 'Parking'""]",Aana,8.5,13,15
593,Kathmandu,39000000,5,5,East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Store Room'""]",Aana,7.0,15,10
594,Kathmandu,6500000,0,0,East,20 Feet / Blacktopped,[''],Aana,32.0,20,1
595,Kathmandu,29000000,6,6,East,13 Feet / Blacktopped,"[""'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Store Room'""]",Aana,4.0,13,6
596,Kathmandu,44500000,5,5,South,16 Feet / Blacktopped,"[""'Balcony'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'""]",Aana,5.0,16,7
597,Kathmandu,5500000,0,0,South,15 Feet / Blacktopped,[''],Aana,5.0,15,1
598,Kathmandu,3700000,0,0,East,16 Feet / Blacktopped,[''],Aana,8.0,16,1
599,Kathmandu,29800000,5,5,East,16 Feet / Blacktopped,"[""'Balcony'"", "" 'Garage'"", "" 'Parking'"", "" 'Store Room'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Well'""]",Aana,4.1,16,7
600,Kathmandu,5700000,0,0,East,12 Feet / Blacktopped,[''],Aana,16.0,12,1
612,Lalitpur,1200000,0,0,South East,20 Feet / Soil Stabilized,[''],Aana,3.3,20,1
615,Kathmandu,32500000,4,3,East,11 Feet / Blacktopped,"[""'Lawn'"", "" 'Backyard'"", "" 'Frontyard'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Internet'"", "" 'Parking'"", "" 'Store Room'""]",Aana,5.75,11,11
618,Lalitpur,150000,5,3,East,17 Meter / Blacktopped,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Parking'""]",Aana,10.0,17,7
620,Lalitpur,19000000,0,4,South East,13 Feet / Gravelled,"[""'Backyard'"", "" 'Frontyard'"", "" 'Balcony'"", "" 'TV Cable'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,3.1,13,8
655,Kathmandu,18200000,5,5,East,13 Feet / Blacktopped,"[""'Parking'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'""]",Aana,3.2,13,4
657,Kathmandu,26000000,6,5,East,14 Feet / Blacktopped,"[""'Parking'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,4.0,14,5
658,Kathmandu,39000000,5,5,East,14 Feet / Paved,"[""'Garage'"", "" 'Garden'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Store Room'"", "" 'Parking'""]",Aana,7.0,14,6
659,Kathmandu,2300000,0,0,East,12 Feet / Soil Stabilized,[''],Aana,5.1,12,1
660,Kathmandu,120000,4,4,West,14 Feet / Blacktopped,"[""'Garage'"", "" 'Garden'"", "" 'Balcony'"", "" 'Store Room'""]",Aana,8.0,14,4
661,Kathmandu,33500000,5,5,North West,13 Feet / Gravelled,"[""'Modular Kitchen'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Internet'""]",Aana,5.5,13,8
662,Kathmandu,39900000,5,6,East,14 Feet / Blacktopped,"[""'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,7.0,14,4
664,Kathmandu,32500000,8,7,South East,20 Feet / Blacktopped,"[""'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'""]",Aana,4.0,20,3
665,Kathmandu,29000000,5,5,South,14 Feet / Gravelled,"[""'Garden'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Parking'""]",Aana,5.0,14,5
666,Kathmandu,2600000,0,0,North East,15 Feet,[''],Aana,4.0,15,1
667,Kathmandu,36000000,5,5,East,13 Feet / Blacktopped,"[""'Garden'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Drainage'""]",Aana,6.0,13,5
668,Kathmandu,47500000,4,5,East,15 Feet / Soil Stabilized,"[""'Garage'"", "" 'Balcony'"", "" 'Air Condition'"", "" 'Garden'"", "" 'Frontyard'"", "" 'Parking'"", "" 'Store Room'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'""]",Aana,9.0,15,10
669,Kathmandu,28000000,0,0,East,12 Feet / Blacktopped,"[""'Parking'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Water Supply'"", "" 'Drainage'""]",Aana,4.0,12,5
673,Kathmandu,23000000,6,5,North West,13 Feet / Gravelled,"[""'Garage'"", "" 'Water Supply'"", "" 'Drainage'""]",Aana,3.5,13,3
675,Kathmandu,24500000,6,5,North East,22 Feet / Gravelled,"[""'Garage'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'""]",Aana,4.0,22,4
676,Kathmandu,23800000,6,6,East,18 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Supply'""]",Aana,4.0,18,5
677,Kathmandu,39000000,6,6,South,15 Feet / Soil Stabilized,"[""'Balcony'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'""]",Aana,6.5,15,9
678,Kathmandu,31000000,5,5,South West,14 Feet / Paved,"[""'Balcony'"", "" 'Garage'"", "" 'Water Supply'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,4.5,14,7
679,Kathmandu,29000000,6,5,South,13 Feet / Gravelled,"[""'Balcony'"", "" 'Garage'"", "" 'Parking'""]",Aana,4.0,13,3
680,Kathmandu,25000000,6,5,South,13 Feet / Gravelled,"[""'Balcony'"", "" 'Garage'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,3.5,13,4
681,Kathmandu,56000000,5,5,South,15 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Drainage'"", "" 'Washing Machine'"", "" 'Store Room'"", "" 'Parking'""]",Aana,8.0,15,7
682,Kathmandu,67500000,5,5,South East,20 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Microwave'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'"", "" 'Security Staff'""]",Aana,9.0,20,14
683,Kathmandu,4000000,0,0,East,13 Feet / Blacktopped,[''],Aana,11.0,13,1
684,Kathmandu,3500000,0,0,East,15 Feet / Soil Stabilized,[''],Aana,6.0,15,1
685,Kathmandu,37500000,6,6,East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Balcony'""]",Aana,3.75,13,2
686,Kathmandu,350000,6,6,East,16 Feet / Gravelled,"[""'Air Condition'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Garden'"", "" 'Garage'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Kids Playground'"", "" 'Security Staff'"", "" 'Store Room'"", "" 'Parking'""]",Aana,22.0,16,15
687,Kathmandu,4200000,0,0,East,13 Feet / Blacktopped,[''],Aana,8.0,13,1
688,Kathmandu,35000000,6,5,East,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'Store Room'"", "" 'Drainage'"", "" 'Garage'""]",Aana,4.75,13,5
694,Kathmandu,4500000,0,0,North East,15 Feet / Blacktopped,[''],Aana,12.0,15,1
700,Lalitpur,19000000,4,3,North,0 Feet,[''],Aana,3.5,0,1
708,Kathmandu,17500000,5,4,North,15 Feet,"[""'Backyard'"", "" 'Fencing'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Parking'"", "" 'Security Staff'"", "" 'Store Room'""]",Aana,3.1,15,15
711,Kathmandu,34000000,5,4,South,14 Feet,"[""'Balcony'"", "" 'Backyard'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Store Room'""]",Aana,6.0,14,8
712,Kathmandu,26300000,5,0,East,13 Feet,"[""'Parking'"", "" 'Water Tank'"", "" 'Drainage'""]",Aana,4.0,13,3
716,Pokhara,700000,0,0,North,0 Feet,[''],Aana,2.0,0,1
720,Kathmandu,16000000,4,3,East,12 Feet / Paved,"[""'Balcony'"", "" 'Water Tank'"", "" 'Water Supply'"", "" 'Drainage'""]",Aana,3.0,12,4
725,Chitwan,1850000,0,0,East,8 Meter / Paved,[''],Ropani,323.2,8,1
727,Lalitpur,19700000,4,4,South,13 Feet,"[""'Garage'"", "" 'Backyard'"", "" 'Balcony'""]",Aana,3.5,13,3
728,Kathmandu,29000000,6,5,East,20 Feet / Gravelled,"[""'Water Tank'"", "" 'Garage'""]",Aana,4.0,20,2
730,Kathmandu,45000000,6,6,East,13 Feet / Gravelled,"[""'Garage'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'""]",Aana,8.5,13,7
731,Kathmandu,36000000,4,5,West,30 Feet / Soil Stabilized,"[""'Garage'"", "" 'Garden'"", "" 'Balcony'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Store Room'"", "" 'Parking'""]",Aana,7.0,30,9
732,Kathmandu,35500000,5,5,North West,13 Feet / Gravelled,"[""'Balcony'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Parking'"", "" 'Store Room'""]",Aana,5.5,13,8
735,Kathmandu,24100000,3,3,South West,13 Feet / Paved,"[""'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Wifi'"", "" 'Water Tank'"", "" 'TV Cable'""]",Aana,2.75,13,6
736,Bhaktapur,15500000,4,2,East,13 Feet / Gravelled,"[""'Water Supply'"", "" 'Wifi'"", "" 'Balcony'"", "" 'Store Room'""]",Aana,3.0,13,4
737,Kathmandu,40000000,5,5,East,20 Feet / Paved,"[""'Balcony'"", "" 'Frontyard'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'""]",Aana,7.5,20,5
739,Lalitpur,20000000,3,2,South,20 Feet / Blacktopped,"[""'Balcony'"", "" 'Garden'"", "" 'Gym'"", "" 'Modular Kitchen'"", "" 'Swimming Pool'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'CCTV'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Kids Playground'"", "" 'Maintenance'"", "" 'Parking'"", "" 'Security Staff'"", "" 'Jacuzzi'""]",Aana,3.0,20,19
740,Lalitpur,18000000,5,3,West,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Garden'"", "" 'Garage'"", "" 'Parking'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Modular Kitchen'""]",Aana,3.1,13,8
742,Kathmandu,17000000,0,0,East,12 Feet,"[""'Drainage'"", "" 'Water Supply'"", "" 'Parking'""]",Aana,3.0,12,3
748,Kathmandu,25500000,5,6,East,13 Feet / Blacktopped,"[""'Garage'""]",Aana,3.5,13,1
749,Lalitpur,350000,0,0,East,24 Feet / Gravelled,[''],Aana,27.0,24,1
750,Kathmandu,68000000,5,5,East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Store Room'"", "" 'Parking'""]",Aana,12.0,15,14
751,Kathmandu,21500000,6,5,North East,20 Feet / Gravelled,"[""'Garage'"", "" 'Drainage'"", "" 'Solar Water'""]",Aana,3.5,20,3
752,Kathmandu,18200000,6,0,West,13 Feet / Gravelled,"[""'Garage'""]",Aana,3.0,13,1
753,Kathmandu,80000000,4,4,East,14 Feet / Blacktopped,"[""'Air Condition'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Store Room'""]",Aana,21.0,14,13
754,Kathmandu,19900000,6,5,South West,12 Feet / Paved,"[""'Garage'"", "" 'Balcony'""]",Aana,3.1,12,2
755,Kathmandu,72000000,5,5,South West,15 Feet / Blacktopped,[''],Aana,17.0,15,1
756,Kathmandu,60000000,5,5,North East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Modular Kitchen'"", "" 'Garden'"", "" 'Balcony'"", "" 'Air Condition'""]",Aana,6.0,13,9
757,Kathmandu,57500000,6,5,North West,15 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Internet'"", "" 'Parking'"", "" 'Store Room'""]",Aana,12.0,15,16
758,Kathmandu,66000000,5,5,South East,20 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Internet'"", "" 'Parking'"", "" 'Store Room'"", "" 'Security Staff'""]",Aana,14.0,20,21
759,Kathmandu,29900000,7,5,South West,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Garage'"", "" 'TV Cable'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Internet'""]",Aana,4.0,13,8
760,Kathmandu,29900000,7,7,South East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Water Well'"", "" 'Internet'"", "" 'Store Room'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'TV Cable'""]",Aana,4.0,13,10
761,Kathmandu,33500000,4,4,North East,20 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'TV Cable'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,5.0,20,9
766,Kathmandu,20600000,5,3,North East,13 Feet / Soil Stabilized,"[""'Garage'"", "" 'Water Supply'"", "" 'Drainage'""]",Aana,3.1,13,3
767,Kathmandu,26000000,5,3,West,26 Feet / Blacktopped,"[""'Wifi'"", "" 'Water Tank'"", "" 'Water Supply'"", "" 'Balcony'"", "" 'Water Well'"", "" 'TV Cable'""]",Aana,4.0,26,6
768,Kathmandu,65000000,5,5,South,20 Feet / Blacktopped,"[""'Garage'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'CCTV'"", "" 'Internet'"", "" 'Parking'"", "" 'Security Staff'"", "" 'Maintenance'""]",Aana,8.0,20,21
769,Kathmandu,400000000,6,6,East,20 Feet / Blacktopped,"[""'Lawn'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Deck'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Gym'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,4.9,20,18
770,Kathmandu,45000000,4,5,South East,15 Feet / Blacktopped,"[""'Garden'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'TV Cable'""]",Aana,7.0,15,5
771,Kathmandu,3500000,0,0,South West,13 Feet / Gravelled,[''],Aana,4.5,13,1
773,Kathmandu,600000,0,0,South East,18 Feet / Blacktopped,[''],Aana,58.0,18,1
777,Kathmandu,400000,11,8,East,12 Feet,"[""'Lawn'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Parking'"", "" 'Security Staff'"", "" 'Store Room'""]",Aana,8.0,12,20
782,Kathmandu,36000000,5,5,East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Balcony'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,5.5,13,6
783,Kathmandu,20500000,4,4,South,15 Feet / Gravelled,"[""'Garage'"", "" 'Drainage'""]",Aana,4.0,15,2
787,Kathmandu,18000000,4,4,North,13 Feet / Gravelled,"[""'Drainage'""]",Aana,3.1,13,1
788,Kathmandu,72000000,5,5,East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,13.0,15,9
789,Kathmandu,23000000,6,5,East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Drainage'"", "" 'TV Cable'"", "" 'Water Supply'""]",Aana,4.0,13,4
790,Kathmandu,19900000,6,4,South East,13 Feet / Blacktopped,"[""'Garage'""]",Aana,3.1,13,1
791,Kathmandu,40000000,7,8,East,14 Feet / Paved,"[""'Garage'""]",Aana,4.0,14,1
792,Kathmandu,21500000,5,5,South,13 Feet / Gravelled,"[""'Garage'""]",Aana,3.5,13,1
793,Kathmandu,34500000,6,3,North East,0 Feet,[''],Aana,4.0,0,1
794,Kathmandu,70000000,4,4,West,14 Feet / Blacktopped,"[""'Garage'"", "" 'Garden'"", "" 'Solar Water'"", "" 'Drainage'""]",Aana,16.0,14,4
795,Kathmandu,55000000,0,0,East,10 Meter / Gravelled,[''],Aana,6.2,10,1
796,Kathmandu,65000000,5,5,South,14 Feet / Blacktopped,"[""'Air Condition'"", "" 'Lawn'"", "" 'Garden'""]",Aana,15.0,14,3
797,Kathmandu,62000000,7,7,East,13 Feet / Blacktopped,"[""'Garden'"", "" 'Balcony'"", "" 'Garage'"", "" 'Frontyard'"", "" 'Drainage'""]",Aana,8.0,13,5
798,Kathmandu,5800000,0,2,North,18 Feet / Paved,"[""'Lawn'"", "" 'Garage'"", "" 'Backyard'"", "" 'Garden'"", "" 'Frontyard'"", "" 'TV Cable'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,10.0,18,11
804,Kathmandu,20000000,0,0,East,14 Feet / Gravelled,"[""'Water Supply'"", "" 'Parking'"", "" 'Balcony'""]",Aana,3.0,14,3
